MOFNAME,PS,WS,MC,UPTAKE,QH
CUNFOH_clean,9.05758,5.6508,0.475241,4.146185873,23.7355
CUPHUS_clean,7.45968,5.41366,0.703786,13.58306932,27.6934
CUQSAK_clean,18.30047,4.50008,0.720583,8.386542031,18.492
CUQTAL_clean,8.5131,5.3048,0.611735,16.9994142,25.7815
CUQXUI_clean,8.23055,4.00763,0.716035,9.100073134,29.0982
CURZEV_clean,5.59049,4.15781,0.929506,6.774422295,31.0765
CUSDIE_charged,13.09537,5.58136,0.995022,13.10680158,35.9593
CUSYIA_clean,5.815,4.76876,0.763359,13.41577107,27.6895
CUSZEX_clean,4.67101,3.44264,0.766253,12.0308185,30.4286
CUSZIB_clean,5.49146,4.83933,0.756931,13.76499668,29.2901
CUXLEO_clean,4.56916,3.40748,0.908632,10.42128223,33.8612
CUYWUP_clean,7.47672,4.58604,0.986993,10.31958373,31.9645
DABMUR_clean,5.77537,4.11633,0.893081,14.31444608,34.2834
DACFAR_clean,7.28891,6.40353,0.704527,8.753535831,27.8995
DAKVUI_clean,10.79495,6.61419,0.972709,14.44477588,28.7513
DARBUU_clean,5.36181,3.52881,0.577279,3.415973558,22.2035
DAWWAB_clean,9.11595,5.71973,0.515915,4.071892854,29.2085
DEFKUU_clean,5.40643,4.54366,1.05302,4.210014947,32.3583
DEGJIK_clean,4.49857,3.8442,0.65775,2.529864358,33.0531
DEGPEL_charged,7.7396,4.21765,0.730975,8.353930594,40.3313
DEJCIF_clean,5.07924,4.58071,0.943064,5.871253105,37.4558
DEQFOU_clean,4.43033,3.99236,0.878713,5.280460199,35.3537
DEYNIG_clean,4.67091,3.76726,0.633361,1.117783996,32.1514
DICKEH_clean,12.83987,7.4101,0.976523,17.84952042,20.2641
DIHVIB01_clean,13.18363,6.64307,0.957838,13.94272355,28.5186
DIHVIB_clean,13.27896,6.89092,1.25919,15.0599643,29.9766
DIKJUD_clean,5.51513,4.27188,0.700488,4.41114731,31.8037
DITYEM_clean,4.09318,3.46859,0.619468,0.782298552,29.9022
DITYOW_clean,4.93354,4.81445,0.998621,2.264667411,28.7516
DOKDEN_clean,15.14217,13.44364,1.02468,9.736686884,18.8755
DOKHIV_clean,4.6785,3.79643,0.95652,4.242898628,41.8005
DOLXOR01_clean,6.62435,5.36027,0.434619,2.085263653,14.244
DOLXOR02_clean,6.63462,5.37244,0.43149,2.060621921,14.1997
DOLXOR_clean,6.62226,5.36537,0.436383,2.089299284,14.2768
DOPHOH_clean,12.12577,5.64086,0.963011,10.20413186,27.2894
DOPHUN_clean,12.13355,5.61514,0.960502,10.20652039,27.5861
DOPJAV_clean,7.55824,6.21149,0.929307,5.440074641,32.8356
DORYUG_clean,4.30528,3.70581,0.925416,3.052518297,36.6827
DOTFID_clean,9.22988,5.76129,0.71317,10.77360482,27.7994
DUGMOJ_clean,13.15947,6.68014,1.00396,7.833772578,28.5467
DUYJIS_clean,6.08213,4.77192,0.710794,7.256638999,31.4238
EBAMUS_clean,12.94449,5.39251,1.09929,13.84956641,34.3846
EBATUZ_clean,12.21806,7.03158,0.985264,20.35475012,23.9522
EBAVAH_auto,14.10999,7.45371,1.23717,19.91817206,22.8439
EBIZUN_clean,10.22426,8.07829,0.983418,14.82408738,27.844
ECAFOG_clean,9.52896,9.26877,0.777,6.083582657,28.3804
ECAHEX_clean,6.93055,5.1748,1.20385,3.514291611,30.7302
ECAHOH_clean,6.87089,4.98271,1.20833,3.391727099,30.4723
ECODIK_clean,4.79857,4.01377,0.976172,7.443032088,32.3331
EDAPIK_clean_h,7.09885,6.53196,0.704808,11.29766313,22.6897
EDAVOV_clean,5.43148,4.91725,1.12188,0.9847788,25.9586
EDOMAM_clean,8.29315,6.04438,1.05932,11.53353535,26.7855
EFAYEQ_clean_h,11.33412,8.20992,0.975637,11.45893824,16.2224
EGOZAB_clean,7.0311,5.28936,1.02248,9.018206662,32.6156
EHIPOC_clean,4.96443,3.71594,0.575114,1.437668867,23.1032
EJOQUR_clean,11.95194,5.10518,0.9414,11.95985739,24.9246
EJORAY_clean,4.91477,3.6019,1.05566,6.965266852,35.9606
EJOZOU_clean,6.49751,6.10381,1.07427,3.884053664,33.1042
EKUPEG_clean,12.15079,8.26476,1.1112,7.614744174,19.9412
ELELEN_clean,7.0748,4.1882,0.716257,5.79016755,28.6545
ELEREU_clean,15.53932,10.30838,1.03791,12.36476949,20.7237
ELERIY_clean,13.06874,6.51652,1.00584,14.68417602,27.0589
EMUBIZ_clean,10.77303,6.68088,0.702253,6.811914887,26.9602
EMUBOF_clean,9.89745,6.63764,0.846433,9.456212205,30.1374
ENANIS_clean,4.58864,4.1598,0.98374,3.518322286,34.5091
ENESOH_clean,8.38054,5.7847,0.723878,15.57360818,25.7281
ENIHUG01_clean,13.78566,6.83219,1.01517,19.89312189,24.0776
ENIHUG_clean,13.82069,6.83124,0.986825,20.05873134,23.9169
EPEXUU_clean,8.78791,3.92519,0.938103,5.503993658,30.4695
EPEYAB_clean,8.46111,3.62498,0.946618,5.363139464,29.5231
EPISOM_clean,12.63938,6.49016,0.9847,17.01392326,25.6134
EPOPEG_clean,5.47224,4.77054,0.821384,7.436729527,28.0305
EPOTAF_clean,7.63453,6.61136,0.955435,19.22904086,25.0418
EQETAX_clean,6.01885,5.05908,0.842796,10.62142343,34.7349
ERIWAF_clean,10.65116,5.48487,0.980668,14.22357464,30.4821
ESEHIV_clean,5.10587,3.69765,0.962831,5.008589335,38.7334
EVAKIV_clean,13.34989,4.00312,0.72869,11.33066025,23.0369
EVAKOB_charged,13.10841,3.92348,0.744247,9.928008843,23.4561
EVEGIV_clean,6.17269,4.02251,0.93046,3.173387927,24.5814
EVEGOB_clean,6.69286,4.9654,0.88451,3.370451293,23.8146
EVEGUH_clean,6.67679,5.04188,0.882938,3.417558512,24.3408
EWUCOP_clean,4.517,3.6203,1.04111,8.572283499,33.3869
EXAPEA_clean,5.23017,3.49325,0.70513,1.545142386,32.6472
EXAXAE01_clean,10.9668,6.77359,0.701025,7.143133689,27.7286
EXAXAE_clean,10.76753,6.65722,0.702036,6.844838624,27.3276
EXOZIB_clean,8.81916,5.67239,1.02757,12.07364122,28.2869
EZESAF_clean,5.1372,4.14128,0.997613,3.042369088,34.2711
EZOBUR02_clean,5.4535,4.4976,1.04547,3.930475666,36.3497
EZOBUR_clean,6.22091,4.91314,1.01918,5.19404085,36.984
FABCUI_clean,5.29132,3.67742,0.651205,4.829215783,29.8247
FAGQAI_clean,13.61199,8.61498,0.977999,13.19957359,17.5278
FAMPUH_clean,14.29727,6.50644,1.19236,18.32140726,25.7736
FAMQAO_clean,14.19972,6.54893,1.00701,16.98950106,24.3656
FAMQES_clean,13.92314,6.55268,0.992832,17.79990577,25.3079
FASVIH_clean,7.36263,6.76595,1.06605,7.765770748,32.2003
FATLUJ_clean,5.42171,4.28978,1.07956,3.431598588,27.255
FATQID_clean,11.53016,8.55287,1.05913,15.44806756,20.1732
FATVOM_clean,4.53669,4.03212,0.932539,3.040026236,37.271
FEBPUY_clean,5.08924,4.38524,0.948151,5.09210561,31.5568
FEBXIV_clean,17.28638,15.74639,0.987875,11.46540372,14.1906
FECXES_clean,10.76463,6.58995,0.988142,14.47519528,28.8613
FIBHIJ_clean,5.3367,3.42361,0.568972,2.933908914,30.1462
FIBKEI_clean,12.33456,6.95883,0.990947,16.08529819,24.5085
FIJXUR_clean,7.39108,4.72102,0.541278,2.252280029,23.5729
FIMYUX_clean,8.65094,5.25908,1.09154,8.164427156,31.2414
FIMZAE_clean,8.7496,5.24839,1.06606,7.019675642,30.3693
FOQPAE_clean,6.29792,5.29972,1.22924,6.03131494,31.2474
FUQJUX_clean,12.69722,8.47633,0.774849,14.73682231,24.9698
FURSES_clean,5.13622,4.08548,0.979339,5.164643143,38.7761
GADNUX_clean,15.43787,6.70397,1.01633,15.58601583,23.9133
GAFRUD_clean,10.59453,5.69918,0.980948,14.99573232,28.3446
GAGZEV_clean,28.66522,11.53771,0.93832,12.16615714,14.2305
GAMFEI_clean,7.53059,4.20216,0.452139,5.961477316,30.9891
GAMXAV_clean,12.82817,4.31562,0.908337,11.77746849,26.5934
GAYGAQ_clean_h,5.42545,4.61164,0.637363,5.439259943,31.4114
GEFYUN_clean,6.73786,6.27962,0.59819,4.94827701,26.3038
GEFZAU_clean,6.43441,5.83045,0.634059,4.969703365,26.2859
GEGDED_clean,10.73095,6.57358,1.00394,14.3838432,29.5002
GEWXAJ_clean,4.82967,4.48576,1.09462,1.747406852,32.1924
GIWNUV_clean,4.42847,3.33732,0.54498,4.585748735,33.0573
GOKBUE_clean,6.09249,4.54759,1.1943,4.308275412,34.5974
GOSBOH_clean,10.37122,8.95436,0.708025,9.676960085,24.3162
GUBZAF_clean,8.48171,3.92126,0.729942,6.988909872,29.1905
GUCHUJ_clean,4.84299,3.46778,1.02372,5.696471214,34.9183
GUHMIH_clean,13.3149,6.32995,0.704925,17.66665714,21.0881
GUJREK01_clean,6.68707,6.10275,0.809828,4.914426124,30.953
GUJREK_clean,6.69718,6.09535,0.811014,4.899195069,30.987
GUMBIA_clean,4.76441,3.35731,0.995504,4.752850767,31.6776
GUPBEZ02_clean,23.87093,10.84779,0.388829,2.94508661,13.1806
GUPREQ_clean,6.00262,3.86824,0.9843,4.524467522,35.8461
GUXJUF_clean,4.84037,3.9654,1.07415,3.232704282,30.3059
HABQUY_clean,25.71531,12.0883,0.990996,12.27179893,14.3947
HABRAF_manual,24.30948,9.03515,1.05421,12.82984734,15.5875
HAFWIW_clean,5.35067,4.98225,0.847316,5.781118453,32.0461
HAJMIQ_clean,13.26244,6.64572,0.970458,14.02598291,28.0493
HAJPEQ_clean,6.11767,3.57208,0.710299,5.521497285,34.1974
HAJRES_clean,5.28648,3.63417,0.709182,5.205255058,30.512
HALQUJ_clean,5.83271,4.11171,0.689601,11.12048346,28.0049
HANWAW_clean,11.32674,4.96034,0.989519,13.69488773,29.0125
HAQJIV_clean,10.92187,6.16089,0.993445,16.51522345,28.0913
HAVVUX_clean,8.34589,6.74867,0.570022,2.440554792,31.1959
HAWWEK_clean,6.09263,4.09444,0.699315,10.79201786,27.1757
HAWZEM_clean,4.83947,3.74089,1.0424,4.648328515,33.4471
HAXMUP_clean,8.05193,5.7692,0.842799,3.918208842,24.6213
HAZSIL_clean,7.68408,4.67009,0.976646,9.003680325,33.6569
HEDCIE_clean,6.94357,6.25435,0.9381,6.938938951,29.0473
HEXVEM_clean,28.43131,15.91754,1.04417,10.95527762,13.8323
HIFZAY_charged,4.52081,3.45842,0.835184,2.367543895,36.6992
HIYGIH_clean,17.06952,6.66429,0.984982,15.85455951,24.3157
HOFSOL_clean,6.47441,4.48765,0.688678,11.48866675,25.9848
HOGLEV01_clean,9.50106,5.60478,0.979419,13.98581247,28.661
HOGLEV_clean,14.03402,9.0463,0.955704,14.1980646,23.5821
HOHMEX_manual,18.78417,14.89456,1.31869,9.290183464,14.1215
HOMRIL_clean,8.32537,4.10495,0.728282,9.439666148,29.6948
HOWSAP_clean,6.71751,4.61596,0.962362,7.052941715,32.209
HOWSET_clean,7.27272,4.03268,0.98868,7.155684592,34.4618
HOWSIX_clean,7.29706,4.00765,0.998796,7.180706063,34.4079
HUDWUA_clean,5.86312,3.92573,1.11833,6.662161748,34.3123
HUJGEA_clean,12.53944,4.7914,0.975508,13.75706686,28.334
HUJVOX_clean,5.27825,3.53087,0.698957,10.4190927,31.0269
HULCOI_clean,19.48655,7.36184,1.03035,15.37064171,20.8687
HUQGUX_clean,10.2361,7.27261,1.06686,13.14460593,23.1893
IBITUK_clean,5.114,4.10664,0.970408,4.832285684,34.2776
IBOZIK_clean,6.1387,4.49344,0.784504,9.679794564,30.3159
IBUDOZ_clean,5.08668,4.25333,0.656656,2.708304177,31.4991
ICAGOK_clean,8.74413,5.00268,0.970348,10.65124327,27.28
ICAQOU_clean,20.29966,7.90669,1.02226,14.55569625,16.8449
IDAGEA_charged,6.40396,5.9816,0.9325,4.242779428,24.5728
IDUDIW_clean,4.41225,3.49442,0.996773,8.126623074,34.0445
IGITOJ_clean,9.86619,7.72074,0.488393,3.24396591,23.8623
IJEYON_clean,4.12084,3.31963,0.866447,4.013775226,31.4287
IKEBUV01_clean,4.90885,3.89845,1.07421,9.31093428,39.0907
IKEBUV_clean,4.87862,3.88747,1.07677,9.141686046,39.5431
IKETIB_clean,13.18345,6.57771,1.02756,14.05734505,27.6471
IKETOH_manual,13.20001,6.4144,0.974697,13.52063415,27.5369
IKETUN_clean,13.22557,6.52759,1.02012,13.96438581,27.6969
IKOPEF_clean,7.2534,4.34633,1.10704,7.083726731,33.8247
IKOPIJ_clean,5.93474,4.94123,1.05631,9.164498203,34.4402
IKOSOQ_clean,5.18747,4.15785,0.703672,5.160758975,31.0794
IKOSUW_charged,4.07919,3.55335,0.730869,5.671785217,31.3267
ILOJOJ_clean,6.13171,4.84213,0.963404,3.585140506,35.8414
IMAXUR_clean,9.35814,4.03338,0.901695,10.30233241,30.4489
IMISIH_clean,5.27982,3.88793,0.423405,3.011429837,32.2275
IPICUG_charged,5.44463,3.47968,0.773574,3.125698663,32.3286
ISISUZ_clean,4.03532,3.34055,1.01085,2.756750973,36.3142
ITAPAU_clean,4.795,4.07473,0.521023,3.376507345,18.9072
ITAPIC_clean,5.53493,4.56275,0.541697,3.394275317,15.6772
IVEHEW_manual,8.08882,6.64746,0.858596,10.95515223,28.45
IVETOT_clean,10.10291,7.15637,0.702618,12.32363806,24.0352
IWEVAJ_clean,13.76426,6.67603,0.921301,13.87574421,20.7682
IWIPIO_clean,5.10392,4.12276,0.522622,2.851107833,17.5353
IXAKAU_clean,6.35523,5.9549,0.953777,13.97506623,29.2399
IXISAJ_clean,5.70852,4.41794,0.677508,3.810092889,33.4409
IXISOX_clean,5.5699,4.33438,0.593475,3.07053905,32.4798
IXISUD_clean,7.1533,3.82815,0.561874,2.324681557,30.7355
IYEHAX_clean,8.64445,5.92674,1.02941,13.00741351,24.7569
IZUMUM_clean,5.57902,4.64149,0.896211,4.056806142,28.8862
JAVNIE_clean,7.27986,4.97275,0.855132,10.13118977,29.5962
JILXOS_clean,4.50507,4.05314,0.725444,2.043627613,35.4762
JITQEI_clean,4.74821,3.43684,0.71364,6.149485984,31.65
JOCWIJ_clean,13.89765,5.51402,0.878514,12.3958147,25.5465
JOFKIA01_clean,6.88318,5.09054,0.837492,4.870774231,38.6449
JOFKIA_clean,6.957,5.13094,0.83261,4.398585084,35.1671
JONKEE_clean,8.42508,3.57402,0.65318,5.71111622,29.0787
JOQSOZ_clean,6.10079,4.1274,0.5406,6.108950119,29.3034
JOVXEZ_clean,4.48882,3.73021,0.832022,6.869709693,39.1016
JOWFOQ_clean,6.87554,6.2746,0.663044,8.929321619,26.7222
JUTCIM_clean,15.74073,14.87864,1.02025,10.3302226,19.3395
KABNIL_clean,4.822,3.60721,1.00259,6.059965132,37.616
KADLOT_clean,9.00309,8.54299,0.800747,10.27067001,28.931
KADLUZ_clean,14.27976,9.75466,0.785172,9.244187887,20.789
KAGCAY_charged,10.06669,5.92468,0.90142,11.2574431,31.2774
KAHNOX_clean,6.67271,5.40663,0.437294,2.186871961,14.3995
KAJZIH_clean,8.4847,6.59254,0.838202,4.162540888,37.0653
KANMIX_clean,9.77148,3.95127,1.01613,8.475143054,29.7726
KARNID_clean,13.04357,6.77607,0.990799,13.49243601,30.4991
KAVTUY_clean,5.22962,4.08985,0.970443,1.86725475,37.1326
KEDJAG01_clean,5.62745,4.42901,1.21411,9.821536809,27.7738
KEDJAG02_clean,5.64435,4.47405,1.20877,9.815402466,27.6855
KEDJAG03_clean,5.73609,4.60094,1.19909,10.06420342,27.5621
KEDJAG04_clean,5.58759,4.3837,1.2193,9.684158196,27.8939
KEDJAG06_clean,5.60157,4.39581,1.21842,9.732299796,27.8546
KEDJAG08_clean,5.61357,4.40385,1.21752,9.752762284,28.0272
KEDJAG10_clean,5.6275,4.42824,1.21393,9.797584605,28.0015
KEDJAG12_clean,5.63489,4.44582,1.21201,9.792999827,27.6191
KEDJAG14_clean,5.64072,4.46761,1.21031,9.879369222,27.8157
KEDJAG16_clean,5.644,4.47445,1.20916,9.894860605,27.8886
KEDJAG18_clean,5.65854,4.50803,1.2054,9.855215334,27.7022
KEDJAG20_clean,5.67593,4.5303,1.2038,9.901628409,27.8838
KEDJAG22_clean,5.70452,4.56197,1.20206,10.01985264,27.4989
KEDJAG24_clean,5.73555,4.60029,1.19891,10.07402348,27.9587
KEDJAG26_clean,5.76062,4.63585,1.19697,10.1203414,27.7455
KEDJAG28_clean,5.787,4.68615,1.19633,10.18926932,27.6731
KEDJAG_clean,5.61338,4.40406,1.21751,9.711195325,27.8504
KEHFUA_clean,4.97412,3.92327,0.700049,4.981014401,32.2763
KEHGIP_clean,4.93159,3.98659,0.739481,6.998034576,33.5105
KEYFUR_clean,5.43827,4.92439,1.13139,0.993555458,25.9505
KIJRUS_clean,12.14192,7.10734,0.968941,16.1561312,27.1449
KINNIG_clean,5.23856,4.20025,0.907375,11.70093067,32.7894
KIRFIA_clean,5.7578,4.65199,1.18992,10.10641662,27.1412
KOGYIP_clean,5.27845,4.86254,0.740935,2.122834379,27.4878
KOJZEP_manual,15.61444,13.71841,0.981983,11.80186788,18.485
KOJZIT_clean,16.19567,14.7503,0.953461,13.9124304,20.6042
KOJZUF_clean,5.27662,4.93416,0.962658,4.346666506,34.1942
KOXGAH_clean,5.583,3.66466,0.554195,3.900149137,29.1484
KOZQEX_clean,22.4236,6.86083,0.977809,15.23402024,18.2835
KUBQAA_charged,7.40919,4.50215,0.651702,6.625714946,33.1043
KUCDIW_clean,15.32957,4.28733,0.680115,4.630420975,18.4519
KUCDOD_clean,4.90891,3.62196,1.61809,6.75024208,36.9712
KUDWAJ_clean,7.33926,6.28305,1.11367,9.346951516,27.0369
KUKMUA_clean,7.32298,5.66775,1.15009,9.76224344,34.0348
KUKPOX_clean,5.10165,4.15013,1.06898,4.624159798,32.7469
KUXLUL_clean,5.74302,5.27685,1.18756,8.879948665,33.1166
LABJUV_clean,5.11712,3.55603,0.437135,1.503624409,30.9931
LACNUB_clean,10.94579,5.16973,0.972159,10.34018587,29.3629
LAGHIL_clean,4.99697,4.10291,0.943285,3.868340741,32.4583
LAJTIC_clean,3.75555,3.44484,0.552275,0.807001691,22.5325
LAPZIO_clean,15.30437,8.24294,1.00719,18.17113992,19.2704
LAQNID_clean,13.51443,6.53331,0.984929,16.47643406,23.487
LARXUA_clean,21.8367,11.13953,0.931858,13.27118341,17.1914
LASDEQ_clean,13.8531,8.72821,0.981348,14.6696388,23.8436
LASYOU_clean,10.05429,4.94116,0.993064,13.2599838,31.8912
LAZGOK_manual,4.94973,3.64755,0.870481,5.622118054,34.404
LAZXOB_clean,9.34691,6.36719,1.00967,8.872929308,28.2726
LECFAC_clean,9.81867,4.43769,1.01317,12.5164092,23.3234
LECFUW_charged,5.88356,3.55877,1.07965,3.271023482,32.2108
LECGAD_clean,4.13407,3.39901,0.939995,6.344126064,37.9607
LECGIL_clean,10.08545,7.23049,0.742343,8.966447721,22.2316
LEDLEN_clean,8.11845,6.60905,0.93738,9.534864821,27.3023
LEHXUT_clean,24.94881,9.11981,0.983392,14.59176652,16.8875
LELDUD_clean,16.5482,9.24625,0.988321,15.87716367,17.8381
LENKIA_clean,11.49386,10.72802,1.11149,9.247169169,31.7659
LEQQAA_clean,5.52925,4.85253,0.898837,12.30310002,30.2514
LEQQII_clean,8.74289,7.28376,0.919753,12.46508365,28.6516
LETDEU_clean,8.60977,8.56919,0.394427,1.946892721,18.808
LETDUK_clean,7.09435,6.39708,0.574197,10.53385084,31.98
LEVDIB_clean,12.81022,4.05785,0.988789,14.64654404,29.0306
LIKDOA_clean,18.48324,9.41931,1.08984,14.61251268,18.5339
LIKGUJ_clean,13.55589,7.04166,1.28191,12.83033983,31.3893
LIPQOR_clean,9.96385,4.33568,0.834692,10.41680682,26.2736
LIRVAK_charged,5.32501,4.24984,0.690775,7.753003908,32.7385
LIVTEP_charged,4.29529,3.65537,0.971682,4.554187362,35.8091
LIVTIT_clean,5.03218,4.49412,0.660462,8.647252951,26.9804
LIZWEX_charged,18.41354,3.91151,1.16704,8.70870258,20.3591
LOXWAY_clean,5.69577,5.32518,1.02103,2.813539357,29.4498
LOXWEC_clean,7.26238,6.47995,1.01888,3.388361612,26.5043
LUDCUK_clean,6.13722,3.87042,1.0255,3.77912705,37.7969
LUDKOM_clean,6.72845,4.30181,1.00745,4.382445115,38.9653
LUDKUS_clean,6.94763,4.22525,1.05174,3.94373747,38.385
LUDLAZ_clean,6.64156,4.20343,1.03355,3.678724921,38.1371
LUDLED_clean,13.17739,6.65728,0.977576,13.98419101,28.3418
LUDLIH_clean,13.23241,6.67449,0.982837,14.03056653,28.1496
LUFBUL_clean,4.96727,4.63026,0.981415,3.789753265,36.3678
LUMYEZ_clean,6.00702,4.53801,0.646791,6.999061174,31.289
LUMYID_clean,5.94433,4.56717,0.648736,7.003803559,30.9499
LUMYOJ_clean,5.98976,4.51852,0.648748,6.950141682,30.748
LUMYUP_clean,6.15923,4.54415,0.639042,7.037734664,30.9382
LUMZAW_clean,5.8494,4.60336,0.653275,6.931085291,31.1002
LUSYEF_clean,11.6475,5.80016,1.00038,16.49835123,28.9613
LUYHAP_clean,12.05622,6.74493,0.994072,17.86197073,23.0868
MABJUV01_clean,4.71712,3.63905,1.02772,1.789839448,33.235
MABJUV_clean,4.72309,3.67608,1.03277,1.786712959,32.0502
MABKEG_clean,4.96705,4.29241,1.05883,1.784343052,30.4693
MABKIK01_clean,5.51433,5.20447,1.02951,2.474280212,29.3362
MABKIK_clean,4.95272,4.26488,1.03502,1.796039777,29.9015
MADVUJ_clean,5.32382,4.69426,0.590978,2.011822039,33.9215
MADWAQ_clean,5.18677,4.51055,0.70314,2.245798517,33.358
MAFJIO_clean,10.24604,5.19927,0.977477,14.52543845,27.0997
MAGNEQ01_clean,5.36278,4.15643,1.01521,11.99195306,42.8498
MAGNEQ_clean,5.32617,4.14354,1.00711,11.91156842,44.4765
MALFUD_clean,7.43512,5.15007,0.999667,10.08637124,27.6503
MAQBIS_clean,11.35798,8.5918,0.95672,11.5703025,19.9851
MAQRAA_clean,6.97366,6.05295,0.909295,8.088032203,34.8856
MASMIC_clean,9.31006,7.53558,0.674678,18.53409831,24.8987
MAYKOO_clean,12.58218,11.50288,1.01791,16.50665495,22.347
MEHMET_clean,21.82341,9.06966,0.962419,13.22668416,15.9177
MEMGAN_clean,4.41097,3.81053,1.19598,5.612795239,31.8183
MILROQ_clean,19.71713,10.83562,0.639432,8.992444733,17.5699
MIXBAY_clean,11.02015,7.37075,0.993876,17.14887171,24.0195
MIXBEC_clean,12.4058,6.44619,0.973791,15.6491512,22.3496
MIXBIG_auto,10.49302,6.38821,1.1838,16.38515676,27.4637
MOCKAR_clean,10.84435,6.73283,0.958181,17.73604492,29.5518
MOCKEV_clean,10.91306,6.61562,0.984875,16.01875611,28.3543
MOFKUO_clean,10.06674,5.89372,0.723931,8.77894283,24.4299
MOFLAV_clean,10.54329,3.57347,0.692692,8.184120154,26.4046
MORFEG_clean,4.79928,3.48721,0.989926,3.115612912,31.1114
MOXNUJ_clean,7.33692,7.13556,0.50498,13.35798479,28.626
MOXPEV_charged,5.7432,3.80242,0.750911,5.934725864,38.1518
MOXPIZ_charged,10.81058,10.12401,0.732248,13.05557636,23.0037
MOXPUL_clean,12.29446,11.95813,1.06427,5.884839598,17.7567
MOYYEF_clean,7.68803,7.36383,0.957386,10.13795584,31.0809
MOYYIJ_clean,12.42053,9.37645,0.97089,12.19615202,22.2228
MUDTEL_clean,19.09514,6.59272,0.987838,17.23649507,20.938
MUGQAI_clean,4.49067,3.71104,0.601577,1.297649882,34.3499
MUHNUA_clean,6.00569,3.96893,0.690361,3.319993414,26.6359
MUHPAI_clean,5.12215,3.79398,0.620836,1.650945288,32.5302
MUNDAC_clean,10.7777,6.68804,0.701899,6.797723758,26.7968
MUNDEG_clean,13.44844,12.65122,0.647229,9.87515827,21.0235
MUNDOQ_clean,14.169,13.34985,0.650073,10.23782063,21.016
MURCAD_clean,4.60111,3.76823,0.835001,8.893390884,38.0038
NACVUI_clean,4.77526,3.80831,0.737566,5.631231542,35.1091
NAFSOF_clean,10.41333,8.31604,0.97383,20.68647795,19.7253
NAHNES_clean,12.52913,11.45257,1.01758,16.07172411,21.0886
NAJMIV_charged,7.40421,4.16757,0.769819,4.227819988,31.377
NASRIL_clean,7.12232,4.94837,1.00631,12.06136657,30.6941
NATKIF_clean,17.00981,12.93858,1.01199,13.11478973,14.8323
NATKOL_clean,7.96067,5.75072,0.983807,15.47260151,27.7793
NAVLIG_clean,4.05904,3.742,0.726327,2.912672891,31.3232
NAWDUN_clean,7.40097,5.49968,0.962918,11.26656855,30.564
NAYGUR_clean,7.6924,7.0244,0.662058,11.36922349,23.6515
NAYZOE_clean,15.82314,6.52553,1.01668,17.5197834,19.6743
NEFZOO_clean,4.9876,4.51456,0.729917,8.019057169,37.9504
NEJRUR_clean,4.68942,3.81829,1.03329,5.108644002,32.8771
NEJSAY_clean,4.50943,3.7344,1.03557,5.177886428,31.8718
NEJSEC_clean,5.81645,3.98304,1.02477,4.16556617,30.224
NEJSOM_clean,5.41485,4.53855,1.03188,6.58808287,31.5476
NERTAH_clean,4.54882,3.46995,0.973537,3.388557662,32.1032
NETYIV01_clean,8.07265,7.09602,0.7135,10.96952182,25.7788
NETYIV_clean,8.05298,7.05859,0.713832,10.9509359,25.6966
NEVPOU_clean,6.31655,5.18077,0.859467,5.883236036,34.8492
NIBHOW_clean,27.51057,14.88459,0.950797,11.14783614,14.2545
NIBHUC_clean,18.86769,11.8721,0.996164,14.5659455,17.1786
NIBJAK_clean,32.00355,17.55175,0.973688,10.10245633,12.3913
NIGDEO_clean,13.9402,7.42068,1.04259,16.24391553,21.9565
NIGDIS_clean,14.03164,7.36423,0.983074,17.15347358,22.5122
NIJSAC_clean,3.99361,3.37969,0.991039,1.252555742,33.23
NIMPEG01_clean,8.44,5.51406,0.951404,17.23097324,24.2006
NIMPEG_clean,5.8871,5.25211,0.986266,13.49235381,28.8116
NIMPOQ_clean,9.48433,7.47639,0.99414,17.30012918,21.8685
NOFQIK_clean,4.9549,4.61383,0.645977,2.2327223,27.5777
NOFQOQ_clean,5.26068,4.9317,0.667568,2.383951126,30.0938
NUBPIL_clean,11.57277,9.78079,0.982888,17.08856713,22.3953
NUCCEV_clean,6.52615,3.99784,0.953457,6.73167027,30.6002
NUTQAV_clean,10.89201,6.87272,0.992568,17.24801685,27.5529
OBONUO_charged,8.62654,4.35866,1.03752,6.130991086,30.3164
ODAHIK_charged,5.19645,3.68876,0.900576,3.475368336,32.1096
ODEZAB_clean,11.63192,4.40592,0.978012,14.5208893,30.2635
OFOCUI_clean,11.39371,7.77962,1.02304,15.27659415,28.1304
OGEBAF01_clean,14.74547,10.54801,0.98308,13.7200513,18.1066
OGIKAR_clean,10.46212,5.43474,0.993425,9.867304946,31.3827
OGUJIL_clean,4.11991,3.42248,0.868363,3.866939467,30.8133
OGURAK_charged,9.48905,5.22989,1.09291,10.56983047,30.2781
OHOMIH_clean,4.60907,4.30122,1.04958,2.246088273,38.0417
OKABAE_clean,14.07417,9.53484,1.11477,15.69401054,21.4512
OKABEI_clean,13.86987,9.42284,1.07943,15.08138953,20.8937
OKUSUK_clean,24.78598,13.19796,1.18615,12.34994829,15.7954
OKUTAR_clean,10.98199,6.35591,1.19849,15.6708193,24.7322
OKUTEV_clean,23.06458,12.98274,1.21045,12.97909031,15.758
OLOYOF_clean,10.67083,6.6024,1.06926,18.74106958,33.162
OLUCAZ_clean,5.7945,5.1746,0.966141,4.936192066,34.8586
